EAN/UPC,Material,BUn,Category,Key Word,Art Desc,Aisle Number,Side,Aisle Section
7499904029,155071,EA,General Merchandise,GM - Household Essentials,RugDoctr Oxy Steam Carpet Clnr,40,L,0
7499904030,155073,EA,General Merchandise,GM - Household Essentials,RugDoctr Oxy Steam Carpet Clnr,40,L,0
7499909127,155064,EA,General Merchandise,GM - Household Essentials,RugDoctr Machine Rental,40,L,0
80955504708,555368,EA,Grocery Ambient,Confectionery,CtonCady Banana Split,40,L,0
3760401696,407854,EA,HABA,Personal Hygiene,Body Sponge,36,L,0
3760401697,416065,EA,Grocery Ambient,Pet,Pet Food Covers,36,,0
5.03E+11,430988,EA,Refrigerated Grocery,Non-Dairy,Sheese Chs Sub Mozza Style,31,L,0
5.03E+11,430896,EA,Refrigerated Grocery,Non-Dairy,Sheese Chs Sub Mtr Ched Style,31,L,0
5.70E+11,906723,EA,Refrigerated Grocery,Dairy,Emborg NonDairy Mozza Styl Slc,31,L,0
5.70E+11,906707,EA,Refrigerated Grocery,Dairy,Emborg NonDairy Ched Styl Slic,31,L,0
5756594943,423909,EA,Health Care,Home Health Care,Dex4 Glucose Tablets Orange,31,L,0
5756594944,423912,EA,Health Care,Home Health Care,Dex4 Glucose Tablets Raspberry,31,L,0
5756594951,245682,EA,Health Care,Home Health Care,Dex4 Glucose Tablet Orng,31,L,0
5756594952,432624,EA,Health Care,Home Health Care,Dex4 Glucose Tab Berry 50s,31,L,0
5756594954,432625,EA,Health Care,Home Health Care,Dex 4 Glucose Tab Grape 50's,31,L,0
5756597358,506761,EA,Health Care,Home Health Care,DEX4 Glucose Tablets Stwbry,31,L,0
62784386137,910379,EA,Grocery Ambient,Cooking Ingredients,Farmers Own Flax Oil,31,L,0
62798711187,564653,EA,Grocery Ambient,Ambient Beverages,Rviita Energy Tea  Divne Berry,31,L,0
62798711188,575746,EA,Grocery Ambient,Ambient Beverages,Rviita Tea Energy Midnight,31,L,0
62798711189,613143,EA,Grocery Ambient,Ambient Beverages,Rviita Energy Tea Speachless,31,L,0
62798711190,613144,EA,Grocery Ambient,Ambient Beverages,Rviita Energy Tea Royal,31,L,0
62811043523,403600,EA,Refrigerated Grocery,Non-Dairy,BuchaBrw Passion Frt Kombucha,31,L,0
62811043526,580886,EA,Refrigerated Grocery,Non-Dairy,BuchaBrw Kombucha Ginger Can,31,L,0
62811043527,580894,EA,Refrigerated Grocery,Non-Dairy,BuchaBrw Kombucha Raspberry Cn,31,L,0
62811049000,817887,EA,Refrigerated Grocery,Non-Dairy,HappBell Komucha Mint,31,L,0
62811049001,817823,EA,Refrigerated Grocery,Non-Dairy,HappBell Kombucha SBry HibGing,31,L,0
62811049003,817842,EA,Refrigerated Grocery,Non-Dairy,HappBell Kombucha Love Potion,31,L,0
62811049004,817857,EA,Refrigerated Grocery,Non-Dairy,HappBell Kombucha Ging Turmeri,31,L,0
62811049006,402575,EA,Refrigerated Grocery,Non-Dairy,HappBell Kombucha Haskap Berry,31,L,0
62811049007,402576,EA,Refrigerated Grocery,Non-Dairy,HappBell Kombucha P/apple Hops,31,L,0
62811049008,594057,EA,Refrigerated Grocery,Non-Dairy,HappBell Kombucha Ginger Lmnde,31,L,0
62834770001,576132,EA,Refrigerated Grocery,Non-Dairy,TrueBuch Kombucha Ginger,31,L,0
62834770002,576136,EA,Refrigerated Grocery,Non-Dairy,TrueBuch Kombcha Blubery Roibo,31,L,0
62834770003,576137,EA,Refrigerated Grocery,Non-Dairy,TrueBuch Kombucha Mojito Mint,31,L,0
62834770005,576139,EA,Refrigerated Grocery,Non-Dairy,TrueBuch Kombucha Root Beer,31,L,0
62834770006,576140,EA,Refrigerated Grocery,Non-Dairy,TrueBuch Kombucha Very Berry,31,L,0
62845143932,737726,EA,Grocery Ambient,Ambient Beverages,WellJuic Juice Greens CldPrs,31,L,0
62845143933,805065,EA,Grocery Ambient,Ambient Beverages,WellJuic Juice Be Well Cld Prs,31,L,0
62845143965,600071,EA,Refrigerated Grocery,Non-Dairy,Well Juice Elixir,31,L,0
62845143967,661173,EA,Refrigerated Grocery,Non-Dairy,Well Detox Shot,31,L,0
62845143992,447086,EA,Refrigerated Grocery,Non-Dairy,Well Lemonade Ink Charcoal,31,L,0
62845143993,447093,EA,Refrigerated Grocery,Non-Dairy,Well Lemonade Ink Spirulina,31,L,0
62845143996,587626,EA,Refrigerated Grocery,Non-Dairy,WellJuic Lmnade Hib Infused,31,L,0
63125702051,355786,EA,Health Care,OTC,RenewLif Ultm Flora 100 Blln,31,L,0
65801012018,663882,EA,Health Care,0,GrdLife Probiotic Once Daily,31,L,0
65801012024,686691,EA,Health Care,OTC,GrdnLife Probiotics Wmns OD Vc,31,L,0
65801012039,686900,EA,Health Care,OTC,GrdnLife Probiotics VCaps Mood,31,L,0
72243014017,828089,EA,Refrigerated Grocery,Non-Dairy,GTS Kombucha Multi Green Drink,31,,0
72243050017,503957,EA,Refrigerated Grocery,Non-Dairy,GTKombch Kombucha Mystic Mango,31,L,0
72243090017,470360,EA,Refrigerated Grocery,Non-Dairy,GTKombch Kombucha GuavaGoddess,31,,0
81162002221,429050,EA,Health Care,OTC,CorePowr Drink Chocolate,31,L,0
81162002222,429103,EA,Health Care,OTC,CorePowr Drink Vanilla,31,L,0
81162002223,429142,EA,Health Care,OTC,CorePowr Drink Banana,31,L,0
81162002224,429118,EA,Health Care,OTC,CorePowr Drink Strawberry Ban,31,L,0
81351302007,937699,EA,Produce,Non-Dairy,KeVita SFD Lemon Cayenne,31,L,0
81351302013,811907,EA,Produce,Non-Dairy,KeVita Mstr Brw Kmb P/Apl Pch,31,L,0
81351302014,811900,EA,Produce,Non-Dairy,KeVita MBK Ginger,31,L,0
81351302017,811893,EA,Produce,Non-Dairy,KeVita ACV Turmeric Ginger,31,L,0
81876200002,232144,EA,Refrigerated Grocery,Non-Dairy,RiseKomb Tea Lemongrass,31,L,0
81876200103,489803,EA,Refrigerated Grocery,Non-Dairy,RiseKomb Tea Mint Chlorophyll,31,L,0
81876200105,404989,EA,Refrigerated Grocery,Non-Dairy,RiseKomb Tea Orange Organic,31,L,0
81876200106,404990,EA,Refrigerated Grocery,Non-Dairy,RiseKomb Tea Lychee Organic,31,L,0
81876200180,586766,EA,Refrigerated Grocery,Non-Dairy,Risekomb Tea Kiwi Pineapple,31,L,0
81876200181,586767,EA,Refrigerated Grocery,Non-Dairy,Risekomb Tea Mang Papay,31,L,0
81876200182,586768,EA,Refrigerated Grocery,Non-Dairy,Risekomb Tea Rasp Vanilla,31,L,0
81876200183,583397,EA,Refrigerated Grocery,Non-Dairy,Risekomb Tea Watermelon Mint,31,L,0
85379000106,680916,EA,Grocery Ambient,Ambient Beverages,GoodDrnk Tea Lemonade,31,L,0
85815900201,660533,EA,Refrigerated Grocery,Non-Dairy,Wildbrin Dill&GarlicSauerkraut,31,L,0
85815900206,633489,EA,Refrigerated Grocery,Non-Dairy,Wildbrin Korean Kimchi,31,L,0
3377601184,202715,EA,Refrigerated Grocery,Dairy,EarthBal Spread Btry Flvr Org,30,L,0
4956821016,182415,EA,Produce,Non-Dairy,EarthIsd Vegenais Original,30,L,0
4956822016,601326,EA,Refrigerated Grocery,Non-Dairy,Earth Grapeseed Oil Vegenaise,30,L,0
81162002132,688428,EA,Health Care,OTC,CorPower Drink Elite Choc,30,L,0
83876610029,470071,EA,Health Care,OTC,Vega Shaker Cup,30,L,0
2190850951,233381,EA,Grocery Ambient,Snacking,Larabar Bar Apple,29,R,0
4150706703,827141,EA,HABA,Personal Hygiene,Thayers Lmn Witch Hzl Aloe/Vr,29,R,0
4150707003,824068,EA,HABA,Personal Hygiene,Thayers Witch Hazel Rose Petal,29,R,0
6135411360,696547,EA,HABA,Personal Hygiene,CarinOrg Conditioner UnScnt DL,29,R,0
63687422026,488045,EA,HABA,Personal Hygiene,EveryOne Body Wash Coconut Lem,29,R,0
63687422027,488053,EA,HABA,Personal Hygiene,EveryOne Body Wash Citrus Mint,29,R,0
63687422028,488051,EA,HABA,Personal Hygiene,EveryOne Body Wash Lav Aloe,29,R,0
63687422029,488042,EA,HABA,Personal Hygiene,EveryOne Body Lotion C/Nut&Lmn,29,R,0
63687422030,488047,EA,HABA,Personal Hygiene,EveryOne Body Lotion Cit&Mint,29,R,0
63687422092,488037,EA,HABA,Personal Hygiene,EveryOne HandSoap S/Mnt Lmgrss,29,R,0
6563328455,642899,EA,Grocery Ambient,Snacking,Ratio Crunchy Bar Toastd Almnd,29,R,0
78843410554,811553,EA,Grocery Ambient,Snacking,OhYeah Bar ChocChip Cook Dough,29,R,0
85273500108,294717,EA,Grocery Ambient,Snacking,SimplPro Bar Chocolate Caramel,29,R,0
85693200746,950331,EA,HABA,Personal Hygiene,Andalou Deodorant Men Herbal,29,R,0
88884900017,503593,EA,Health Care,OTC,Quest Cookies & Creme,29,R,0
4.00E+11,592996,EA,Health Care,0,Flora Salus Floradix Frmla/Irn,28,R,0
62036501576,664667,EA,Health Care,0,Organika Psyllium Seed Husk,28,L,0
62036501827,686694,EA,Health Care,OTC,Organika Collagen Enhanced,28,L,0
62036501848,815458,EA,Health Care,OTC,Organika BoneBroth Chckn Turmc,28,L,0
62773300133,951646,EA,Health Care,OTC,OrgnTrad Matcha Latte,28,L,0
63125753483,592771,EA,Health Care,OTC,RenewLif Digestmore Ultra,28,R,0
6795300666,420273,EA,Health Care,OTC,PrairNat Keto Grns Sprln & Chl,28,L,0
6795301301,420299,EA,Health Care,OTC,PrairNat Keto Strips,28,L,0
69275210899,700829,EA,Grocery Ambient,Cooking Ingredients,Nutiva Coconut Oil MCT Liquid,28,L,0
69765820119,827965,EA,Grocery Ambient,Snacking,MntbHarv Hemp Hearts Natural,28,,0
77767201025,592397,EA,Health Care,0,Sisu B-12 1000MCG Vitamin 60EA,28,R,0
77767202003,125928,EA,Health Care,0,Sisu Ester C Bry Chew Tabs 120,28,R,0
7.78E+11,326111,CAR,Health Care,0,Sisu Ester C Energ/Boost Orng,28,R,0
77767202634,589251,EA,Health Care,0,Sisu Co Q10 100mg,28,R,0
81385800181,659734,EA,Health Care,OTC,StFranHF Licorice,28,R,0
81385800354,659725,EA,Health Care,OTC,StFranHF Ginkgo,28,R,0
81385800378,659732,EA,Health Care,OTC,StFranHF Hawthorn,28,R,0
81385800438,659736,EA,Health Care,OTC,StFranHF Milk Thistle,28,R,0
81385800512,659749,EA,Health Care,OTC,StFranHF Passion Flower,28,R,0
81385800668,659769,EA,Health Care,OTC,StFranHF Valerian,28,R,0
81385800818,659718,EA,Health Care,OTC,StFranHF Echinacea Angustifoli,28,R,0
81385800939,659787,EA,Health Care,OTC,StFranHF Hepato DR,28,R,0
81385800985,659796,EA,Health Care,OTC,StFranHF Strest,28,R,0
81769500454,667165,EA,Health Care,OTC,StFranHF Oreganum Plus 1/3,28,R,0
82207896310,947262,EA,Health Care,OTC,Botanica Perfect Greens Unflav,28,L,0
82207896372,758938,EA,Health Care,0,Botanica Perfect Protein Van,28,L,0
82207896403,946365,EA,Health Care,OTC,Botanica GldnMylk ChocTurmeric,28,L,0
82207896421,402549,EA,Health Care,OTC,Botanica Turmeric Lemonade,28,L,0
85135600413,673833,EA,Health Care,0,SmrtPnts Kids Complete & Fiber,28,R,0
85437800107,766016,EA,Health Care,OTC,CanPrev Magnsm for Sleep Caps,28,R,0
85437800135,756296,EA,Health Care,OTC,CanPrev Mag Bis-Gly 200mg VCap,28,R,0
85437800136,755976,EA,Health Care,0,CanPrev Vege Caps Curcumin Pro,28,R,0
85437800139,756294,EA,Health Care,OTC,CanPrev Synergy B Veg-Caps,28,R,0
85437800148,766023,EA,Health Care,0,CanPrev Zinc Bis-Glycinat 25mg,28,R,0
85437800160,400184,EA,Health Care,OTC,CanPrev L Theanine 90 vcaps,28,R,0
85437800164,766004,EA,Health Care,0,CanPrev Magn BisGlycint Powder,28,R,0
85437800175,765995,EA,Health Care,OTC,CanPrev Magn Bis-Glycinate Cap,28,R,0
85884700028,459025,EA,Health Care,OTC,NavitNat Seeds Raw Chia,28,L,0
85884700068,826328,EA,Health Care,OTC,Navitas Natral Cacao Nib Orgnc,28,L,0
87146900012,343209,EA,Health Care,OTC,NatrCalm Mgnsm Pwdr Rasp Lemon,28,R,0
87146900022,565968,EA,HABA,Personal Hygiene,NatrCalm MgnsmCitratPwdrSwtLmn,28,R,0
87769300309,621660,EA,Grocery Ambient,Snacking,Prana ProactivChia Ground Blk,28,L,0
88664650200,420907,EA,Health Care,0,Collagen Joint&Cartilag,28,R,0
88664650202,420904,EA,Health Care,0,CanPrev Collagen Full Spectrum,28,R,0
62527303216,399780,EA,Health Care,OTC,Webbnatr Probiotic 30Billn8Str,27,R,0
62527303477,394303,EA,Health Care,OTC,WebbNatr Omega 3691200mg,27,R,0
62527303872,214831,EA,Health Care,OTC,Webber Omg3 Slm Fsh Oil 210EA,27,R,0
6464202029,993893,EA,Health Care,OTC,Jmsn Vit C Swall 500Mg Bns,27,R,0
6464202031,993889,EA,Health Care,OTC,Jmsn Vit C Ch/Orn 500M Bns,27,R,0
6464202125,993849,EA,Health Care,OTC,Jmsn T/R Vit C 1000Mg,27,R,0
6464202200,993929,EA,Health Care,OTC,Jmsn Vit D 1000Iu Tablets,27,R,0
6464202823,430998,EA,Health Care,OTC,Jmsn T/R B12 Bonus 60+20,27,R,0
6464205254,179696,EA,Health Care,OTC,Jamieson Vitamin D 1000iu Bns,27,R,0
6464205746,232906,EA,Health Care,OTC,Jamieson B12 1000 mcg,27,R,0
6464206106,252621,EA,Health Care,OTC,Jamieson Vit D 1000IU,27,R,0
6464206171,260373,EA,Health Care,OTC,Jamieson Vit D Chew NatOrg,27,R,0
6464207068,358266,EA,Health Care,OTC,Jamieson Vitamin D Gummies,27,R,0
6464207957,680045,EA,Health Care,OTC,Jamieson Vitamin B12 1000 mcg,27,R,0
6464207958,685053,EA,Health Care,OTC,Jamieson VitaminC 500mg Orange,27,R,0
6464207960,680046,EA,Health Care,OTC,Jamieson Vitamin D 1000 IU,27,R,0
6464209012,697756,EA,Health Care,OTC,Jamieson Probiotic 10 Billion,27,R,0
6795300291,825879,EA,Health Care,OTC,PrairNat Vitamin D 500s,27,L,0
6795300295,827643,EA,Health Care,OTC,PrairNat Vitamin D 1000iu,27,L,0
6795300405,488674,EA,Health Care,OTC,PrairNat Vitamin D Lqd Drops,27,L,0
6795300413,827903,EA,Health Care,OTC,PrairNat Sytrinol Capsule,27,L,0
6795300432,307007,EA,Health Care,OTC,Vitamin K2 Menaquinone 7 Helps,27,L,0
6795300626,679224,EA,Health Care,OTC,PrairNat Digest- Force,27,L,0
77652117461,591080,EA,Health Care,OTC,WildRose Herbal D-Tox Program,27,L,0
88086000407,621679,EA,Health Care,OTC,NaturWay NutraSea Liquid Gels,27,L,0
88086000502,387815,EA,Health Care,0,NaturWay NutraSea DHA 2X Conc,27,L,0
18194500006,324104,EA,Grocery Ambient,Snacking,GoMacro Macrobar PnutBtr Choc,26,R,0
19390820160,652061,EA,Grocery Ambient,Snacking,RxBar Bar Peanut Butter&Brries,26,R,0
19390820180,652060,EA,Grocery Ambient,Snacking,RxBar Bar Banana Choc Walnut,26,R,0
2190842316,839551,EA,Grocery Ambient,Snacking,Larabar Apple GF,26,R,0
2190842317,839552,EA,Grocery Ambient,Snacking,Larabar Peanut Butter GF,26,R,0
2190846258,607462,EA,Grocery Ambient,Snacking,Larabar Snck Bar CNut Crm GF,26,R,0
2190846259,607463,EA,Grocery Ambient,Snacking,Larabar Snck Bar P/Btr Choc GF,26,R,0
2190850769,290192,EA,Grocery Ambient,Snacking,Larabar Snck Bar Choc ChocChip,26,R,0
2190850939,286681,EA,Grocery Ambient,Snacking,Larabar Bar Pnut/Btr Choc Chip,26,R,0
2190850953,233385,EA,Grocery Ambient,Snacking,Larabar Bar Cashew,26,R,0
2190850958,234020,EA,Grocery Ambient,Snacking,Larabar Bar Coconut Cream,26,R,0
2190850962,233999,EA,Grocery Ambient,Snacking,Larabar Bar Peanut Butter,26,R,0
2190851174,464028,EA,Grocery Ambient,Snacking,Larabar Snack Bar Choc Brownie,26,R,0
2190851417,660883,EA,Grocery Ambient,Snacking,Larabar Bar Frt&Nut SpecialEd,26,R,0
5727116300,702415,EA,Health Care,0,Gatorade Bar Chocolate Chip,26,R,0
5727116302,729006,EA,Health Care,0,Gatorade Rec Choc Carm Bars,26,R,0
5727116304,702514,EA,Health Care,0,Gatorade Bars Rec PB Choc,26,R,0
60265217035,268717,EA,Grocery Ambient,Snacking,KindBars Fruit & Nut Delight,26,R,0
60265217044,268725,EA,Grocery Ambient,Snacking,KindBars Almond & Coconut,26,R,0
60265217070,321368,EA,Grocery Ambient,Snacking,Kind Peanut Butter Dark Choc,26,R,0
60265217071,320526,EA,Grocery Ambient,Snacking,Kind Dark Choc Cherry Cashew,26,R,0
60265217075,372765,EA,Grocery Ambient,Snacking,Kind Bar D/Choc Nuts&Sea Salt,26,R,0
60265217094,571171,EA,Grocery Ambient,Snacking,KindLLC Caramel Almd&SeaSalt,26,R,0
6.03E+11,679913,CAR,Grocery Ambient,Snacking,Kind Bar Almond Mint & Dk Choc,26,R,0
60265226898,937126,EA,Grocery Ambient,Snacking,Kind Minis Drk Choc Nuts SS,26,R,0
60265226899,937127,EA,Grocery Ambient,Snacking,Kind Minis PB Dark Chocolate,26,R,0
60265226900,937133,EA,Grocery Ambient,Snacking,Kind Minis Almond Caramel SS,26,R,0
60265228121,693301,EA,Grocery Ambient,Snacking,Kind Grnla Br Cml Alm SS 5pk,26,R,0
60265228124,693126,EA,Grocery Ambient,Snacking,Kind Grnla Br Al SS Chc 5Pk,26,R,0
60265228833,635275,EA,Grocery Ambient,0,Kind Sncks Mini CHW DkChc Oat,26,R,0
60265228837,635272,EA,Grocery Ambient,Snacking,Kind Snck Mini CHW PeaNButter,26,R,0
62137513182,344706,EA,Health Care,OTC,Kaizen Vegan Protein Vanilla,26,L,0
62137513210,715525,EA,Health Care,OTC,Kaizen Protein Isolate Vanilla,26,L,0
62137513213,715520,EA,Health Care,OTC,Kaizen Protein Powder Vanilla,26,L,0
62137513214,715518,EA,Health Care,OTC,Kaizen Protein Decadent Choc,26,L,0
62137513215,716739,EA,Health Care,OTC,Kaizen Protein Pwdr Strawberry,26,L,0
62137513217,715922,EA,Health Care,OTC,Kaizen Protein Unflavoured,26,L,0
62137513218,715927,EA,Health Care,OTC,Kaizen Protein Cinnamon Bun,26,L,0
62137513255,404495,EA,Health Care,OTC,Kaizen Protein Pwdr CM Vanilla,26,L,0
62137513256,404497,EA,Health Care,OTC,Kaizen Protein Pwdr CM Choc,26,L,0
62137514339,655277,EA,Health Care,OTC,Kaizen Nat Spplmnt BCAA Grn Ap,26,L,0
62784335189,653322,EA,Grocery Ambient,Snacking,MadeWLcl Bar Blueberry Grunt,26,R,0
62784335193,653344,EA,Grocery Ambient,Snacking,MadeWLcl Bar P/Nut Btr Blondie,26,R,0
62805537057,956292,EA,HABA,Personal Hygiene,AllClean Natural Hand Sanitize,26,R,0
62805550722,690830,EA,Grocery Ambient,Snacking,MadeWLcl Real Bar C/Nut In Drk,26,R,0
62805599700,706773,EA,Grocery Ambient,Snacking,LoveGdFt Bar C/Nut Choc Chip,26,R,0
62805599703,706775,EA,Grocery Ambient,Snacking,LoveGdFt Bar P/Nut Btr Choc,26,R,0
62805599732,908808,EA,Grocery Ambient,Snacking,LoveGdFt Bar ChocChip Ckie Dgh,26,R,0
63687422090,488031,EA,HABA,Personal Hygiene,EveryOne Hand Soap Meyer Lemon,26,L,0
63687422093,488039,EA,HABA,Personal Hygiene,EveryOne Hand Soap Apricot Van,26,L,0
63748001513,319754,EA,Health Care,OTC,Atkins Adv Caramel Choc Nut Rl,26,R,0
63748003231,276067,EA,Health Care,OTC,Atkins Endulge Crml Nut Chew,26,R,0
63748003251,276081,EA,Health Care,OTC,Atkins Endulge Coconut Bar,26,R,0
63748003568,699777,EA,Health Care,OTC,Atkins Protein Bar P/Nut Fudge,26,R,0
63748034502,699776,EA,Health Care,OTC,Atkins Protein Bar Choc Chip,26,R,0
63748037472,350700,EA,Health Care,OTC,Atkins Nutritional Shake Choc,26,L,0
63748042552,699779,EA,Health Care,OTC,Atkins Protein Bar Choc P/Bttr,26,R,0
63748058000,656105,EA,Health Care,OTC,Atkins Endulge Pepp Pattie Cho,26,R,0
64384371592,689962,EA,Health Care,OTC,PremPrtn Protein Shake Choc,26,L,0
64384371593,689989,EA,Health Care,OTC,PremPrtn Shake Protein Vanilla,26,L,0
65801012043,694665,EA,Health Care,0,GrdnLife Ntrtnl Shk ChocCacao,26,L,0
65801012044,694109,EA,Health Care,OTC,GrdnLife Shake Nutritional Van,26,,0
65801012050,694048,EA,Health Care,OTC,GrdnLife Protein Raw Orgc Choc,26,L,0
65801012051,694107,EA,Health Care,0,GrdnLife Protein Pwd Van Raw O,26,L,0
6700230398,301742,EA,Health Care,OTC,PurePrtn Bar Choc Dlx Val Pk,26,R,0
6700230401,301743,EA,Health Care,OTC,PurePrtn Bar Choc P/Bttr VP,26,R,0
6700231008,481505,EA,Health Care,OTC,PP Choco Salted Caramel Bar,26,R,0
6795300444,307002,EA,Health Care,OTC,Spirulina Crtifd Orgnc&FairTrd,26,L,0
6.86E+11,281012,CAR,Grocery Ambient,Snacking,SimplPro Peanut Butter Choc,26,R,0
68745611118,396853,EA,Grocery Ambient,Snacking,GoodToGo Keto Bar Vnlla Almnd,26,R,0
68745611119,396879,EA,Grocery Ambient,Snacking,GoodToGo Keto Bar Cocoa Cocont,26,R,0
68745611120,396887,EA,Grocery Ambient,Snacking,GoodToGo Keto Bar Raspb Lmn,26,R,0
68745611121,396895,EA,Grocery Ambient,Snacking,GoodToGo Keto Bar Cinn Pcn,26,L,0
69275211028,945674,EA,Health Care,0,Nutiva MCT Powder Vanilla,26,L,0
69909773005,699611,EA,Health Care,OTC,PfrtSprt Diesel Prtn Van I/Crm,26,L,0
69909773007,699608,EA,Health Care,OTC,PfrtSprt Diesel Prtn ChocObses,26,R,0
72225202803,675171,EA,Grocery Ambient,Snacking,Clif Nut Butter Peanut Butter,26,R,0
72225210270,180855,EA,Grocery Ambient,Snacking,ClfBarLu Oatmeal Raisin Walnut,26,R,0
72225212003,343766,EA,Grocery Ambient,Snacking,ClifBar Coconut Choc Chip,26,R,0
72225212004,803253,EA,Grocery Ambient,Snacking,Clifbar Chocolate Chip,26,R,0
72225212008,803133,EA,Grocery Ambient,Snacking,ClifBar Crunchy Pnut/Btr Bar,26,R,0
72225212022,69114,EA,Grocery Ambient,Snacking,ClfBarLu Choc Almond Fudge,26,R,0
72225212106,640272,EA,Grocery Ambient,Snacking,Clif Bar Chocolate Brownie,26,R,0
72225212109,343764,EA,Grocery Ambient,Snacking,ClifBar Wh Choc Macadamia Nut,26,R,0
72225212603,292194,EA,Grocery Ambient,Snacking,ClifBar Chocolate Chip,26,R,0
72225212608,355754,EA,Grocery Ambient,Snacking,ClifBar Crunchy Peanut Butter,26,R,0
72225212609,840612,EA,Grocery Ambient,Snacking,Clif Bar White Choc Macadamia,26,R,0
72225212710,731210,EA,Grocery Ambient,Snacking,ClifBar Bar Chocolate Brownie,26,R,0
72225212800,675167,EA,Grocery Ambient,Snacking,ClifBar NBF Choc Hzlnt Butter,26,R,0
72225212810,675168,EA,Grocery Ambient,Snacking,Clif Nut Btr Choc Pnut/Btr,26,R,0
72225214003,180860,EA,Grocery Ambient,Snacking,Clif Bar Cool Mint Chocolate,26,R,0
72225219433,493960,EA,Grocery Ambient,Snacking,ClifBar Zbar Kid Choc Brownie,26,R,0
72225219434,493956,EA,Grocery Ambient,Snacking,ClifBar Zbar Kid Choc Chip 5Pk,26,R,0
72225221795,954554,EA,Grocery Ambient,Snacking,ClifBar Pnut Butter Banana Chc,26,R,0
72225234293,532135,EA,Grocery Ambient,Snacking,Clif Bar Swt Salt Dk Choc Almd,26,R,0
72225234296,555584,EA,Grocery Ambient,Snacking,ClifBar Swt&Slty Choc Chunk,26,R,0
72225260441,840613,EA,Grocery Ambient,Snacking,Clif Builder Bar Choc Pnut/Btr,26,R,0
72225260444,840614,EA,Grocery Ambient,Snacking,Clif Builder Bar Choc Mint,26,R,0
72225260641,276966,EA,Grocery Ambient,Snacking,Clif Builder Peanut Butter,26,R,0
72225260642,276972,EA,Grocery Ambient,Snacking,ClifBar Builder Chocolate,26,R,0
72225260644,310518,EA,Grocery Ambient,Snacking,Clif Builder Bar Choc Mint,26,R,0
73215310839,933828,EA,Grocery Ambient,Snacking,EpicProv Bar BeefApplUncrdBcn,26,R,0
78843410665,690385,EA,Grocery Ambient,Snacking,OhYeah One Prtn Bar AlmndBliss,26,R,0
78843410678,687184,EA,Grocery Ambient,Snacking,OhYeah Bar Maple Glzd Dghnt,26,R,0
78843410773,660630,EA,Grocery Ambient,Snacking,OhYeah One Bar Birthday Cake,26,R,0
78843410782,660632,EA,Grocery Ambient,Snacking,OhYeah OneBar Peanut ButterPie,26,R,0
81039002947,402703,EA,Health Care,0,Cellucor Sport Cherry Limeade,26,L,0
81039002969,402691,EA,Health Care,0,Cellucor C4 Sport Blue Raspbry,26,L,0
81352300063,754997,EA,Health Care,0,Herbalnd Protn Gumies WldBerry,26,R,0
81352300064,754988,EA,Health Care,0,Herbalnd Protn Gumies FantsFrt,26,R,0
82207896371,758939,EA,Health Care,0,Botanica Perfect Protein Choc,26,L,0
83722900659,626620,EA,Health Care,OTC,IronVegn Sprouted Protein Unfl,26,L,0
83722900741,693817,EA,Health Care,OTC,IronVegn Protein Bar Sprtd Chc,26,R,0
83722900761,679162,EA,Health Care,OTC,Progrsiv CompltCollagn CitTwst,26,L,0
83722900762,679163,EA,Health Care,OTC,Progrsiv CompletCollagn Unflav,26,L,0
83876610162,581589,EA,Health Care,OTC,Vega Sport Rest & Repr Choc St,26,L,0
83876610520,306932,EA,Health Care,OTC,Vega One Chocolate Tub,26,L,0
83876610521,306938,EA,Health Care,OTC,Vega One Berry Tub,26,L,0
83876610524,330068,EA,Health Care,OTC,Vega NutritionalShake FrnchVan,26,L,0
83876610525,303916,EA,Health Care,0,Vega One Chocolate Sml Tub,26,L,0
83876610526,303924,EA,Health Care,OTC,Vega One Berry Small Tub,26,L,0
83876610610,311101,EA,Health Care,OTC,Vega Smoothie Energizing Choc,26,L,0
83876610611,311098,EA,Health Care,OTC,Vega Smoothie Energiz Bod Bry,26,L,0
83876610612,311102,EA,Health Care,OTC,Vega Smoothie Energizing Natur,26,L,0
83876610614,311099,EA,Health Care,OTC,Vega Smoothie Energizing Van,26,L,0
83876610628,581580,EA,Health Care,0,Vega Protein&Energy CA Choc,26,L,0
83876610670,479217,EA,Health Care,OTC,Vega Protein & Greens SM Choc,26,L,0
83876610671,479222,EA,Health Care,OTC,Vega Protein & Greens SM Van,26,L,0
83876610757,364489,EA,Health Care,OTC,Hydrator Lemon Lime Tub,26,L,0
83876610758,364490,EA,Health Care,OTC,Vega Hydrator Berry Tub,26,L,0
83876610808,623850,EA,Health Care,OTC,Vega Sport Protein Peanut Bttr,26,L,0
83876610832,913761,EA,Health Care,OTC,Vega Sport Protein Bar Cr PB,26,R,0
83876610856,626927,EA,Health Care,OTC,Vega Sport Protein Tub Choc,26,L,0
83876610875,627790,EA,Health Care,OTC,Vega Sport Protein Vanilla Sng,26,L,0
83876618066,938711,EA,Health Care,OTC,Vega Protein Bar Choc PB,26,R,0
83876618090,911836,EA,Health Care,0,Vega Protein Bar Chocolate PB,26,R,0
84065900005,555343,EA,Grocery Ambient,Snacking,LGoodFat Bar Cookies & Cream,26,R,0
84065900011,575890,EA,Grocery Ambient,Snacking,LoveGdFt Bar Snack Lemon Mous,26,R,0
84259510230,402695,EA,Health Care,0,Cellucor Sport BCAA Watermelon,26,L,0
