EAN/UPC,Material,BUn,Category,Key Word,Art Desc,Aisle Number,Side,Aisle Section
1186311848,290550,EA,Deli,Deli Cheese Pre-Pack,Sartori Bellavtno Chs Merlot,80,L,0
1186311869,365013,EA,Deli,Deli Cheese Pre-Pack,Sartori Bellavtno Chs Espresso,80,L,0
16966,137081,KG,Kitchen,Chilled Entrees,Beef Ginger,80,L,0
2016922433,732764,EA,Produce,Value Added Prod,Hash Browns Shredded,80,L,0
2016922451,732763,EA,Produce,Value Added Prod,SimplPot Mashed Potatoes Trad,80,L,0
21299000000,655862,EA,Kitchen,Pizza,Pepperoni Flatbread,80,L,0
21300800000,655966,EA,Kitchen,Pizza,Chckn & Spinach Flatbread,80,L,0
21300900000,655933,EA,Kitchen,Pizza,4 Cheese Flatbread,80,L,0
21393800000,206407,KG,Deli,Deli Meat Service,Comp Ham Blk Forest,80,L,0
21602100000,732748,KG,Deli,Deli Cheese Bulk,Comp Brie Cheese Double Cream,80,L,0
21605300000,461863,KG,Deli,Deli Cheese Bulk,Emma Chs Parmigiano Reggiano,80,L,0
21629300000,1000242,KG,Deli,Deli Cheese Bulk,Jarlsbrg Cheese Half Wheel,80,L,0
21706100000,81947,KG,Kitchen,Salads,Chicken Salad S/M,80,L,0
21710200000,515648,EA,Kitchen,Sandwiches,Buffalo Chicken Wrap,80,L,0
21720800000,82578,EA,Kitchen,Sandwiches,Chicken Salad Sandwich,80,L,0
22053400000,653035,KG,Deli,Deli Meat Service,Panache Turkey Oven Roasted,80,L,0
22055100000,653774,KG,Deli,Deli Meat Service,Panache Turkey Oven Rst Honey,80,L,0
22062500000,766659,KG,Deli,Deli Meat Service,Schneidr Half Ham Old Fashiond,80,L,0
22143700000,947896,KG,Deli,Deli Cheese Pre-Pack,Emma CheesWedges Grana Padano,80,L,0
22151200000,952262,EA,Kitchen,Pizza,Pizza Pepperoni 12in Tke & Bke,80,L,0
22151600000,952541,EA,Kitchen,Pizza,Pizza Hawaiian 12in Take Bake,80,L,0
22151700000,952575,EA,Kitchen,Pizza,Pizza Meat Lovrs 12in Take&Bke,80,L,0
22153700000,952588,EA,Kitchen,Pizza,Pizza Deluxe 12in Take & Bake,80,L,0
22156000000,952742,EA,Kitchen,Pizza,Pepperoni 16in Take & Bake,80,L,0
22156400000,952749,EA,Kitchen,Pizza,Pizza Deluxe 16in Take & Bake,80,L,0
22169300000,392902,EA,Kitchen,Meal Solutions - Cold,Chicken Wings Breaded Cold,80,L,0
22482600000,314585,KG,Kitchen,Salads,SumFresh SevenGrain Salad,80,L,0
22529000000,901557,KG,Deli,Deli Cheese Bulk,IleDeFrn Cheese Brie Dbl Crm,80,L,0
22574200000,150817,KG,Deli,Deli Meat Self Serve,Black Forest Ham Shingle Pack,80,L,0
22605300000,453086,KG,Deli,Deli Cheese Bulk,Swtzrlnd Cheese Gruyere,80,L,0
22608800000,1000145,KG,Deli,Deli Cheese Bulk,Agropur L Extra Dble Crm Brie,80,L,0
22612800000,1001326,KG,Deli,Deli Cheese Bulk,Castello Fontina Cheese,80,L,0
22617300000,134035,KG,Deli,Deli Cheese Bulk,Frico Cheese Med Gouda,80,L,0
22617700000,134031,KG,Deli,Deli Cheese Bulk,Frico Cheese Mild Gouda,80,L,0
22628400000,176818,KG,Deli,Deli Cheese Bulk,Swtzrlnd Chse Emmntl Kng,80,L,0
22632900000,728116,KG,Deli,Deli Cheese Bulk,Grana Padano,80,L,0
22667800000,872795,EA,Kitchen,Sandwiches,Turkey & Beef Dagwood 1/2,80,L,0
22668100000,872794,EA,Kitchen,Sandwiches,Turkey & Beef Dagwood Whole,80,L,0
22675200000,872139,KG,Deli,Deli Meat Service,Lyona Sausage,80,L,0
22691300000,147699,KG,Kitchen,Chilled Entrees,Hny Grlc Chicken,80,L,0
22713300000,183853,KG,Kitchen,Salads,Resers Bkd Potato Salad Loaded,80,L,0
22831300000,687397,EA,Deli,Deli Cheese Pre-Pack,Deli 3 Cmprtmnt Mt/Chs SnckTry,80,L,0
22866600000,566832,KG,Deli,Deli Cheese Pre-Pack,Panache Wdg Parmgno Reggiano,80,L,0
22876900000,689692,EA,Kitchen,Chilled Entrees,Easy Meals Lasagna,80,L,0
22941000000,569491,KG,Deli,Deli Meat Service,Panache Ham Smoked Black Frst,80,L,0
22952100000,454280,KG,Deli,Deli Meat Service,Comp Chicken Brst Roast Cajun,80,L,0
22953300000,454504,KG,Deli,Deli Meat Service,Comp Chicken Breast Roast Smkd,80,L,0
23190400000,628457,KG,Deli,Deli Meat Service,Comp Roast Beef Round,80,L,0
23190500000,628460,KG,Deli,Deli Meat Service,Comp Corned Beef,80,L,0
23533400000,353943,KG,Kitchen,Salads,SumFresh Pasta Salad Sicillian,80,L,0
23554300000,385572,KG,Deli,Deli Cheese Pre-Pack,CowsCrea Ched Smokd Appltree,80,L,0
23576400000,150761,KG,Deli,Deli Meat Self Serve,Ham Old Fashion Shingle Pack,80,L,0
23679300000,654193,KG,Deli,Deli Cheese Pre-Pack,Ilchestr Chs Chddr Applwd Smkd,80,L,0
23715500000,872144,KG,Deli,Deli Meat Self Serve,European Wieners Vac/Pkd,80,L,0
23717600000,573199,EA,Kitchen,Pizza,Pizza Caulf Crst 12in Md Chk,80,L,0
23738400000,873037,EA,Kitchen,Chilled Entrees,Nanas Samosa Vegetable 2Pk,80,L,0
23738900000,873040,EA,Kitchen,Chilled Entrees,Nanas Samosa Chkn Tandoori 2Pk,80,L,0
23744900000,873058,EA,Kitchen,Chilled Entrees,Nanas Samosa Chicken Tandoori,80,L,0
24544300000,492809,KG,Deli,Deli Cheese Bulk,Cambozol Cheese Imported,80,L,0
24551600000,633742,KG,Deli,Deli Cheese Bulk,Comp Cheese Provolone,80,L,0
24569800000,151119,KG,Deli,Deli Meat Self Serve,Pepperoni Shingle Pack 12Ct,80,L,0
24574500000,150773,KG,Deli,Deli Meat Self Serve,Honey Ham Shingle Pack 12ct,80,L,0
24586100000,885263,EA,Kitchen,Chilled Entrees,Nanas Samosas Beef,80,L,0
24589000000,885264,EA,Kitchen,Chilled Entrees,Nanas Samosas Chicken,80,L,0
24589200000,45297,EA,Kitchen,Chilled Entrees,Nanas Samosa Cajun Vegetable,80,L,0
24589300000,45296,EA,Kitchen,Chilled Entrees,Nanas Samosa Vegetable,80,L,0
24596500000,132262,KG,Deli,Deli Cheese Bulk,Oka Cheese,80,L,0
24603500000,885266,EA,Kitchen,Chilled Entrees,Nanas Samosa Butter Chicken,80,L,0
24683300000,164128,KG,Deli,Deli Meat Service,Lilydale Chkn Brst Rst Kent,80,L,0
24779300000,885262,EA,Kitchen,Chilled Entrees,Nossack Sausage Rolls Beef Blk,80,L,0
25021400000,684869,EA,Kitchen,Pizza,Flatbread Margarita,80,L,0
25021500000,684877,EA,Kitchen,Pizza,Flatbread Zesty Italian,80,L,0
25361900000,492883,KG,Deli,Deli Cheese Bulk,StAgur Cheese,80,L,0
25646900000,280408,EA,Kitchen,Ingredients,Cheemo Perogies Cheddar&Onion,80,L,0
25668100000,653202,EA,Kitchen,Chilled Entrees,Villar Pulled Chicken Empanada,80,L,0
26042600000,695508,KG,Deli,Deli Cheese Bulk,Swtzrlnd Langruti Gruyere,80,L,0
26340700000,628459,KG,Deli,Deli Meat Service,Comp Montreal Smoked Meat,80,L,0
26340800000,628608,KG,Deli,Deli Meat Service,Comp Pastrami Bottom Round,80,L,0
26521600000,293095,EA,Deli,Deli Cheese Pre-Pack,Meat & Cheese Snack Pack,80,L,0
26527200000,296369,KG,Deli,Deli Cheese Bulk,Castello Blue Cheese Whl Tradl,80,L,0
26656600000,187461,KG,Kitchen,Chilled Entrees,Sweet & Sour Pork w/Fried Rice,80,L,0
26728300000,641868,KG,Deli,Deli Meat Service,Comp Honey Ham,80,L,0
27008000000,653758,KG,Deli,Deli Meat Service,Panache Turkey Rstd SundrdTom&,80,L,0
27008600000,653762,KG,Deli,Deli Meat Service,Panache Turkey Oven Rstd Buffa,80,L,0
27008700000,653770,KG,Deli,Deli Meat Service,Panache Turkey Oven Rst Ppcorn,80,L,0
27304400000,664389,EA,Kitchen,Chilled Entrees,Nossack Saus Rolls Pork Spicy,80,L,0
28078900000,400649,KG,Kitchen,Meal Solutions - Cold,Pulled Roasted Chicken,80,L,0
28546100000,255411,KG,Kitchen,Chilled Entrees,Easy Meals Lasagna Family Size,80,L,0
3.07E+11,437607,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Light 6Pk,80,L,0
3.07E+11,146754,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Light 12 Pk,80,L,0
3.07E+11,186331,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Original 12Pk,80,L,0
3.07E+11,262271,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Cheddar 6Pk,80,L,0
3.07E+11,302649,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Original 6Pk,80,L,0
3.07E+11,189400,EA,Deli,Deli Cheese Pre-Pack,Kiri Cheese Plain,80,L,0
3.07E+11,320818,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Original 18Pk,80,L,0
3.07E+11,682528,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese Garlic&Herbs,80,L,0
3.07E+11,754177,EA,Deli,Deli Cheese Pre-Pack,LaughCow Smoked Cheese 8P,80,L,0
3.07E+11,789161,EA,Deli,Deli Cheese Pre-Pack,MiniBaby Mini Multi Flav 12Pk,80,L,0
3.07E+11,597852,EA,Deli,Deli Cheese Pre-Pack,Boursin Cheese Garlic&Fine Hrb,80,L,0
3.09E+11,550991,EA,Deli,Deli Cheese Pre-Pack,IleDeFrn Cheese Slices Cremern,80,L,0
3.18E+11,605608,EA,Deli,Deli Cheese Pre-Pack,IleDeFra Cambembert,80,L,0
3.18E+11,605605,EA,Deli,Deli Cheese Pre-Pack,IleDeFra Brie,80,L,0
3446301148,459070,EA,Deli,Deli Cheese Pre-Pack,Wookey Hole CaveAge Ched Wedge,80,L,0
3446301172,243152,EA,Deli,Deli Cheese Pre-Pack,CmbeCstl Cst Rugged Ched,80,L,0
3446301560,592820,EA,Deli,Deli Cheese Pre-Pack,CmbeCstl Chs Red Leaf Mpl Ched,80,L,0
3446303019,249853,EA,Deli,Deli Cheese Pre-Pack,Cmbecast Cheshire Wdg,80,L,0
3446304701,249843,EA,Deli,Deli Cheese Pre-Pack,Cmbecast Red leicester,80,L,0
3446321690,290673,EA,Deli,Deli Cheese Pre-Pack,Ilchestr Cheddar Aplwood Smkd,80,L,0
3446321691,297768,EA,Deli,Deli Cheese Pre-Pack,Ilchestr Ched Minis Aplwd Smkd,80,L,0
3760008686,339530,EA,Deli,Deli Entertaining Trays,Hormel Deli Tray Deluxe,80,L,0
3760015831,669481,EA,Deli,Deli Entertaining Trays,Hormel Deli Tray Ham & Turkey,80,L,0
3760015836,653677,EA,Deli,Deli Entertaining Trays,Hormel Snack Tray Ham & Cheese,80,L,0
3760039002,339531,EA,Deli,Deli Entertaining Trays,Hormel Tray Snack,80,L,0
3760066617,715053,EA,Deli,Deli Meat Self Serve,Hormel Pepperoni Sliced Orig,80,L,0
4082201208,200494,EA,Kitchen,Snacking,Sabra Humus Clsc Pretzel,80,L,0
4082201209,200498,EA,Kitchen,Snacking,Sabra Humus Red Pep Prtzl,80,L,0
4082234427,686579,EA,Kitchen,Snacking,Sabra Guac Dip w/Tostitos Roll,80,L,0
4175701140,172879,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 24P Original,80,L,0
4175701157,169507,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 8P Original,80,L,0
4175701159,169523,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 16P Original,80,L,0
4175701161,169517,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 8P Light,80,L,0
4175701163,169528,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 16 Light,80,L,0
4175701167,169521,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 8P Garlic&Herb,80,L,0
4175701173,203300,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 24P Light,80,L,0
4175701178,296676,EA,Deli,Deli Cheese Pre-Pack,LaughCow Cheese 8P Jalapeno,80,L,0
4175701806,421804,EA,Deli,Deli Cheese Pre-Pack,Mini Babybel Gouda 6Pk,80,L,0
4175702209,592827,EA,Deli,Deli Cheese Pre-Pack,Boursin Chse Fig & Balsamic,80,L,0
4175767419,952890,EA,Deli,Deli Cheese Pre-Pack,Boursin Cheese Apple & Maple,80,L,0
4950824980,622396,EA,Deli,Deli Other,SnackFac Pretzel C Original,80,,0
4950824981,622400,EA,Deli,Deli Other,SnackFac PretzelCrsps Evrythng,80,L,0
4950824982,622398,EA,Deli,Deli Other,SnackFac PretzelCrsps GrlcParm,80,,0
5.01E+11,445771,EA,Deli,Deli Cheese Pre-Pack,Kerrygld Cheese Dubliner,80,L,0
5549802715,308436,EA,Deli,Deli Cheese Pre-Pack,Krinos Cheese Cow&Goat Feta,80,L,0
5549803290,460775,EA,Deli,Deli Cheese Pre-Pack,Krinos Cheese Halloumi,80,L,0
5574253558,489285,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Yogurt Dip Tzatziki Cuc,80,L,0
5574253561,498404,EA,Deli,Deli Meat Self Serve,CompNS Turkey Breast Oven Rstd,80,L,0
5574253562,498173,EA,Deli,Deli Meat Self Serve,CompNS Ham Smoked Blk Forest,80,L,0
5574253564,498164,EA,Deli,Deli Meat Self Serve,CompNS Chicken Breast OvenRstd,80,L,0
5574253567,489282,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Hummus Roasted Garlic,80,L,0
5574253568,489277,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Hummus Traditional,80,L,0
5574253944,496258,EA,Deli,Deli Meat Self Serve,Comp Variety Pack Pizza,80,L,0
5574254045,674570,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Angel Hair,80,L,0
5574254048,674575,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Fettuccine,80,L,0
5574254049,674773,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Lasagna Sheets,80,L,0
5574254050,674550,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Linguine,80,R,0
5574254051,674555,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Pasta Linguine,80,L,0
5574254076,674614,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Tortellini Cheese,80,L,0
5574254082,674777,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Tortellini Herb Cheese,80,L,0
5574254087,674615,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS TortelliniChsFlldSpinch,80,L,0
5574254089,674548,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Tortellini Beef,80,L,0
5574254106,674761,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Tortellini Beef,80,L,0
5574254107,674890,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Tortellini ChsFlld TreC,80,L,0
5574254156,674573,EA,Kitchen,Refrigerated Pasta & Sauce,CompNS Ravioli Spinch&Flld Chs,80,L,0
5574254158,674294,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Hum Mini Grlc Chick Pea,80,L,0
5574254169,674293,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Hummus Mini Chick Pea,80,L,0
5574254397,697118,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Salsa Medium,80,L,0
5574255408,579652,EA,Kitchen,Pizza,Comp Pizza Kit Stone Bkd Orig,80,L,0
5574255457,579650,EA,Kitchen,Pizza,Comp PizzaKit HndStrc Hrb&Grlc,80,L,0
5574255904,591947,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Slices Havarti,80,L,0
5574255905,591941,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Slices Havarti,80,L,0
5574255907,591950,EA,Deli,Deli Cheese Pre-Pack,Comp Chs Hrb/Spc Havarti Slicd,80,L,0
5574255908,609673,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Slices Provolone,80,L,0
5574255910,592246,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Slices Mrbl Cheddr,80,L,0
5574255912,591981,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Med Chddr Slices,80,L,0
5574255916,630931,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Swiss Slices,80,L,0
5574255917,591969,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Med Cheddr Slices,80,L,0
5574255962,583145,EA,Kitchen,Refrigerated Pasta & Sauce,Comp Sauce Alfredo,80,L,0
5574255964,583143,EA,Kitchen,Refrigerated Pasta & Sauce,Comp Sauce Rosee,80,L,0
5574255965,583144,EA,Kitchen,Refrigerated Pasta & Sauce,Comp Sauce Rosee,80,L,0
5574256126,619285,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Fig,80,L,0
5574256127,619378,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Chse Crmbld Tom/Bsl,80,L,0
5574256129,619375,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Herb & Garlic,80,L,0
5574256130,619188,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Cranbry&Cinn,80,L,0
5574256131,619364,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Original Lt,80,L,0
5574256132,619340,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Honey,80,L,0
5574256133,619368,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Original,80,L,0
5574256135,619377,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Chse Crmbld Original,80,L,0
5574256136,619379,EA,Deli,Deli Cheese Pre-Pack,Comp Goat Cheese Cheddar,80,L,0
5574256266,652397,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Ricotta,80,L,0
5574256267,652402,EA,Deli,Deli Cheese Pre-Pack,Comp Cheese Ricotta Light,80,L,0
5574256270,637753,EA,Kitchen,Salads,Comp Pasta Salad wCheddar Chse,80,L,0
5574256271,641369,EA,Kitchen,Salads,Comp Pasta Salad wCheddar Chse,80,L,0
5574256272,637774,EA,Kitchen,Salads,Comp Potato Salad Red Skin,80,L,0
5574256273,641248,EA,Kitchen,Salads,Comp Potato Salad Red Skin,80,L,0
5574256274,637777,EA,Kitchen,Salads,Comp Salad Potato&Deviled Egg,80,L,0
5574256616,785254,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Hummus Original,80,L,0
5574256617,785251,EA,Kitchen,"Dips, Hummus & Sauces",CompNS Hummus Garlic,80,L,0
5582303115,568316,EA,Deli,Olives and Antipasti Prepack,Sardo Jalapeno Red Pep Olive,80,L,0
5582303127,320892,EA,Grocery Ambient,Cooking Ingredients,Sardo Marinated Artichokes,80,L,0
5582303133,320898,EA,Grocery Ambient,Cooking Ingredients,Sardo Garlic Hot Pickled,80,L,0
5582308528,59747,EA,Deli,Olives and Antipasti Prepack,Jalapenos Stuff W/Feta Cheese,80,L,0
5582308575,45166,EA,Deli,Olives and Antipasti Prepack,Sardo Olives Kalamata,80,L,0
5582308576,45144,EA,Deli,Olives and Antipasti Prepack,Sardo Olives Mammoth Stuffed,80,L,0
5582308580,45096,EA,Deli,Olives and Antipasti Prepack,Sardo Olives Party Mix,80,L,0
5582308771,137900,EA,Deli,Olives and Antipasti Prepack,Sardo Olives Jumbo Pitted,80,L,0
5582308775,137893,EA,Deli,Olives and Antipasti Prepack,Sardo Jumbo Olives Stuffed,80,L,0
5582308776,137807,EA,Deli,Olives and Antipasti Prepack,Sardo Kalamata Olives,80,L,0
5582308777,137803,EA,Deli,Olives and Antipasti Prepack,Sardo Olives Party Mix,80,L,0
5582308782,568324,EA,Deli,Olives and Antipasti Prepack,Sardo Stuffed Olives W/Garlic,80,L,0
5582308794,199938,EA,Deli,Olives and Antipasti Prepack,Sardo Olive Ptd Kalamata,80,L,0
5589815214,515675,EA,Deli,Deli Meat Self Serve,Grimms Pepp Stck Mini Orig G/F,80,L,0
5589815216,515674,EA,Deli,Deli Meat Self Serve,GrimmsFF Pepp Stick Mini H&G,80,L,0
5661021253,488740,EA,Kitchen,Soup,SoupsOn Soup Thai Carrot Gingr,80,L,0
5739370008,148713,EA,Deli,Deli Meat Self Serve,HrvMeat Garlic Sausage Ring,80,L,0
5739370012,547399,EA,Deli,Deli Meat Self Serve,HarvMeat Col Saus Garlic,80,L,0
5739372504,530625,EA,Deli,Deli Meat Self Serve,Hny Garl Pepp Ministix,80,L,0
5820000499,857546,EA,Kitchen,Sandwiches,Mini Croissants Ham/Turk/Chd,80,L,0
5820006025,857352,EA,Kitchen,"Dips, Hummus & Sauces",DeliCoun Dip Seafood Small,80,L,0
5820006027,857356,EA,Kitchen,"Dips, Hummus & Sauces",DeliCoun Dip Seafood 8 Inch,80,L,0
5820099691,566849,EA,Kitchen,Sandwiches,Chicken Caesar Wrap Whle Wheat,80,L,0
5820099693,566862,EA,Kitchen,Sandwiches,Turkey Club Wrap LC,80,L,0
5820099695,567449,EA,Kitchen,Sandwiches,Chicken Caesar Wrap White LC,80,L,0
5820099697,567459,EA,Kitchen,Sandwiches,Crispy Chicken Wrap White LC,80,L,0
5820099698,567465,EA,Kitchen,Sandwiches,Buffalo Chicken Wrap LC,80,L,0
5835300100,138368,EA,Deli,Deli Other,SomeSpec Gourmet Jalap Jelly,80,L,0
5835300200,16869,EA,Deli,Ambient Breakfast,Sspec Gourmet Red Chili Jelly,80,L,0
5835320500,916660,EA,Deli,Deli Other,SomeSpec Antipasto,80,L,0
5835370500,137796,EA,Deli,Olives and Antipasti Prepack,SomeSpec Antipasto,80,L,0
5889817006,685843,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese Old Cheddar,80,L,0
5889817029,495406,EA,Deli,Deli Cheese Pre-Pack,Bothwell Habanero w/Black Pepp,80,L,0
5889817037,493548,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese Black Truffle,80,L,0
5889817038,493546,EA,Deli,Deli Cheese Pre-Pack,Bothwell Aged Cheddar Red Wine,80,L,0
5889817039,493532,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese RedHotChiliPep,80,L,0
5889817055,496128,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese Smoked Gouda,80,L,0
5889824066,508415,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese Curds Wht,80,L,0
5889854003,492829,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheddar Medium,80,L,0
5889854005,492833,EA,Deli,Deli Cheese Pre-Pack,Bothwell Marble Cheddar,80,L,0
5889854006,492830,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheddar Old,80,L,0
5889854021,660167,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese Mozzarella,80,L,0
5889854032,492834,EA,Deli,Deli Cheese Pre-Pack,Bothwell Monterey Jack Jalapen,80,L,0
5889891162,660753,EA,Deli,Deli Cheese Pre-Pack,SunnyDog Chs Chddr Hrb Grl NnG,80,L,0
5889891186,805979,EA,Deli,Deli Cheese Pre-Pack,Bothwell Wht Ched Non-GMO Old,80,L,0
5889895409,596462,EA,Deli,Deli Cheese Pre-Pack,Bothwell Chs White Cheddar 2Yr,80,L,0
5889895455,596490,EA,Deli,Deli Cheese Pre-Pack,Bothwell Cheese Smoked Gouda,80,L,0
5944100097,819828,EA,Deli,Deli Cheese Pre-Pack,TreStell Cheese BocconciniMini,80,L,0
5944100112,570557,EA,Deli,Deli Cheese Pre-Pack,Trestell Mozzarella Ball,80,L,0
5944100117,570558,EA,Deli,Deli Cheese Pre-Pack,TreStell Ricotta Extra Smooth,80,L,0
5944100134,570559,EA,Deli,Deli Cheese Pre-Pack,Trestell Ricotta Traditional,80,L,0
5944100142,570560,EA,Deli,Deli Cheese Pre-Pack,Trestelle Mascarpone,80,L,0
5944100146,37345,EA,Deli,Deli Cheese Pre-Pack,Trestelle Mascarpone,80,L,0
5944100428,137515,EA,Deli,Deli Cheese Pre-Pack,TreStell Parmesan Chse Grated,80,L,0
5944100429,543900,EA,Deli,Deli Cheese Pre-Pack,TreStell Parmesan Grated,80,L,0
5944100636,506409,EA,Deli,Deli Cheese Pre-Pack,TreStell Bocconcini,80,L,0
5944100641,424312,EA,Deli,Deli Cheese Pre-Pack,TreStell Bocconcini Mini Mini,80,L,0
5944118004,193079,EA,Deli,Deli Cheese Pre-Pack,Tre Stelle Feta Cheese Wedge,80,L,0
5944118069,219888,EA,Deli,Deli Cheese Pre-Pack,Arla Chs Sliced Havarti Creamy,80,L,0
5944118070,219891,EA,Deli,Deli Cheese Pre-Pack,Arla Chs Sliced Havarti Light,80,L,0
5944118071,219892,EA,Deli,Deli Cheese Pre-Pack,Arla Chs Slc Havarti Jalapeno,80,L,0
5944118110,258896,EA,Deli,Deli Cheese Pre-Pack,Castello Gorgonzola Chs Wedge,80,L,0
5944118153,318752,EA,Deli,Deli Cheese Pre-Pack,TreStell Feta Cheese Tub,80,L,0
5944118154,309412,EA,Deli,Deli Cheese Pre-Pack,TreStell Bocconcini Medallion,80,L,0
5944118269,643583,EA,Deli,Deli Cheese Pre-Pack,Arla Chs Sliced Havarti Smoked,80,L,0
5944118278,653268,EA,Deli,Deli Cheese Pre-Pack,TrStelle Mozzarella Club Pack,80,L,0
5944118285,790390,EA,Deli,Deli Cheese Pre-Pack,Castello Blue Cheese Crumbled,80,L,0
5944118314,574198,EA,Deli,Deli Cheese Pre-Pack,Castello Tickler 1Yr Ched,80,L,0
5944118339,653135,EA,Deli,Deli Cheese Pre-Pack,Arla Cheese Slc Havarti SteakS,80,L,0
6008505133,312137,EA,Deli,Deli Meat Self Serve,SnDaniel Mortadella Light Slcd,80,L,0
6008505190,699480,EA,Deli,Deli Meat Self Serve,Mastro Salami Genoa,80,L,0
6008505199,312138,EA,Deli,Deli Meat Self Serve,SnDaniel Mortadella Sliced,80,L,0
6008505207,699481,EA,Deli,Deli Meat Self Serve,Mastro Genoa Salami Hot,80,L,0
6008505208,699483,EA,Deli,Deli Meat Self Serve,Mastro Calabrese Salami Hot,80,L,0
6008505213,699485,EA,Deli,Deli Meat Self Serve,Mastro Salami with Prosciutto,80,L,0
6008505974,620018,EA,Deli,Deli Meat Self Serve,Mastro Salami Genoa Mild Fam,80,L,0
6008505979,619494,EA,Deli,Deli Meat Self Serve,Mastro Genoa Salami Hot Family,80,L,0
6008509971,398033,EA,Deli,Deli Meat Self Serve,Charcuterie Trio Mediterranean,80,L,0
6008509975,727336,EA,Deli,Deli Meat Self Serve,Mastro SD Charcuterie Trio Coo,80,L,0
6008509979,231248,EA,Deli,Deli Meat Self Serve,Mastro Charcuterie Trio,80,L,0
6008520670,139962,EA,Deli,Deli Meat Self Serve,Mastro Salami Genoa Baby,80,L,0
6022916171,483185,EA,Deli,Deli Meat Self Serve,ChrisBro Pizza Variety Pack,80,L,0
6041001693,392471,EA,Grocery Ambient,Snacking,Lays Classic,80,,0
6041001715,392938,EA,Grocery Ambient,Snacking,MissVick Chips SeaSalt Mlt Vng,80,L,0
6041001797,392485,EA,Grocery Ambient,Snacking,Doritos Tortilla Chips Nacho,80,L,0
6046606408,684668,EA,Deli,Deli Cheese Pre-Pack,Castello Blue Cheese Creamy,80,L,0
6046608862,907657,EA,Deli,Deli Cheese Pre-Pack,Castello Tickler Ched ExtraMat,80,L,0
6046610002,429379,EA,Deli,Deli Cheese Pre-Pack,Castello Brie w/ GarlicPepper,80,L,0
6046610283,419826,EA,Deli,Deli Cheese Pre-Pack,TreStell Cheese Halloumi,80,L,0
6046610482,580597,EA,Deli,Deli Cheese Pre-Pack,Castello Gouda Vintage,80,L,0
6046616100,168391,EA,Deli,Deli Cheese Pre-Pack,Arla Cheese Creamy Havarti,80,L,0
